EncounterType,HospitalCounty,OSHPD_ID,FacilityName,System,Ownership,Urban_Rural,Teaching,LicensedBedSize,PrimaryCareShortageArea,MentalHealthShortageArea,HomelessIndicator,Demographic,DemographicValue,Encounters,TotalEncounters,Percent
ED Visits,Los Angeles,190636,Emanate Health Queen of the Valley Hospital,N/A,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,24783,110247,22.5
ED Visits,Los Angeles,190636,Emanate Health Queen of the Valley Hospital,N/A,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,60+,17832,110247,16.2
ED Visits,Los Angeles,190673,San Dimas Community Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,4859,25819,18.8
ED Visits,Los Angeles,190673,San Dimas Community Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,8920,25819,34.5
ED Visits,Los Angeles,190673,San Dimas Community Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,6585,25819,25.5
ED Visits,Los Angeles,190673,San Dimas Community Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,5455,25819,21.1
ED Visits,Los Angeles,190680,Providence Little Company of Mary Medical Center - San Pedro,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,0 to 18,12551,62123,20.2
ED Visits,Los Angeles,190680,Providence Little Company of Mary Medical Center - San Pedro,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,19 to 39,21215,62123,34.1
ED Visits,Los Angeles,190680,Providence Little Company of Mary Medical Center - San Pedro,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,40 to 59,16425,62123,26.4
ED Visits,Los Angeles,190680,Providence Little Company of Mary Medical Center - San Pedro,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,60+,11932,62123,19.2
ED Visits,Los Angeles,190687,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,University Of California,Government,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,0 to 18,11545,63209,18.3
ED Visits,Los Angeles,190687,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,University Of California,Government,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,19 to 39,22003,63209,34.8
ED Visits,Los Angeles,190687,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,University Of California,Government,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,40 to 59,15482,63209,24.5
ED Visits,Los Angeles,190687,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,University Of California,Government,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,60+,14179,63209,22.4
ED Visits,Los Angeles,190696,Pacifica Hospital of the Valley,N/A,Investor,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,0 to 18,2518,12772,19.7
ED Visits,Los Angeles,190696,Pacifica Hospital of the Valley,N/A,Investor,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,19 to 39,5033,12772,39.4
ED Visits,Los Angeles,190696,Pacifica Hospital of the Valley,N/A,Investor,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,40 to 59,3582,12772,28
ED Visits,Los Angeles,190696,Pacifica Hospital of the Valley,N/A,Investor,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,60+,1639,12772,12.8
ED Visits,Los Angeles,190708,Sherman Oaks Hospital,Prime Healthcare Services,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,4404,38243,11.5
ED Visits,Los Angeles,190708,Sherman Oaks Hospital,Prime Healthcare Services,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,15281,38243,40
ED Visits,Los Angeles,190708,Sherman Oaks Hospital,Prime Healthcare Services,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,10788,38243,28.2
ED Visits,Los Angeles,190708,Sherman Oaks Hospital,Prime Healthcare Services,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,7770,38243,20.3
ED Visits,Los Angeles,190754,St. Francis Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Age,0 to 18,18630,86881,21.4
ED Visits,Los Angeles,190754,St. Francis Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Age,19 to 39,33084,86881,38.1
ED Visits,Los Angeles,190754,St. Francis Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Age,40 to 59,20825,86881,24
ED Visits,Los Angeles,190754,St. Francis Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Age,60+,14342,86881,16.5
ED Visits,Los Angeles,190756,Saint John's Health Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,0 to 18,3171,36135,8.8
ED Visits,Los Angeles,190756,Saint John's Health Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,19 to 39,10698,36135,29.6
ED Visits,Los Angeles,190756,Saint John's Health Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,40 to 59,9343,36135,25.9
ED Visits,Los Angeles,190756,Saint John's Health Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,60+,12923,36135,35.8
ED Visits,Los Angeles,190758,Providence Saint Joseph Medical Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,15743,91268,17.2
ED Visits,Los Angeles,190758,Providence Saint Joseph Medical Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,33596,91268,36.8
ED Visits,Los Angeles,190758,Providence Saint Joseph Medical Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,22368,91268,24.5
ED Visits,Los Angeles,190758,Providence Saint Joseph Medical Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,60+,19561,91268,21.4
ED Visits,Los Angeles,190762,St. Vincent Medical Center,Verity Health System,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,1190,20434,5.8
ED Visits,Los Angeles,190762,St. Vincent Medical Center,Verity Health System,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,7443,20434,36.4
ED Visits,Los Angeles,190762,St. Vincent Medical Center,Verity Health System,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,5843,20434,28.6
ED Visits,Los Angeles,190762,St. Vincent Medical Center,Verity Health System,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,60+,5958,20434,29.2
ED Visits,Los Angeles,190766,Coast Plaza Hospital,Avanti Hospitals,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,3626,21971,16.5
ED Visits,Los Angeles,190766,Coast Plaza Hospital,Avanti Hospitals,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,8094,21971,36.8
ED Visits,Los Angeles,190766,Coast Plaza Hospital,Avanti Hospitals,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,6301,21971,28.7
ED Visits,Los Angeles,190766,Coast Plaza Hospital,Avanti Hospitals,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,3950,21971,18
ED Visits,Los Angeles,190796,Ronald Reagan UCLA Medical Center,University Of California,Government,Urban,Teaching,400+,No,No,Non-Homeless,Age,0 to 18,10054,61306,16.4
ED Visits,Los Angeles,190796,Ronald Reagan UCLA Medical Center,University Of California,Government,Urban,Teaching,400+,No,No,Non-Homeless,Age,19 to 39,24753,61306,40.4
ED Visits,Los Angeles,190796,Ronald Reagan UCLA Medical Center,University Of California,Government,Urban,Teaching,400+,No,No,Non-Homeless,Age,40 to 59,13178,61306,21.5
ED Visits,Los Angeles,190796,Ronald Reagan UCLA Medical Center,University Of California,Government,Urban,Teaching,400+,No,No,Non-Homeless,Age,60+,13321,61306,21.7
ED Visits,Los Angeles,190812,Valley Presbyterian Hospital,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,30216,98635,30.6
ED Visits,Los Angeles,190812,Valley Presbyterian Hospital,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,33054,98635,33.5
ED Visits,Los Angeles,190812,Valley Presbyterian Hospital,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,22668,98635,23
ED Visits,Los Angeles,190812,Valley Presbyterian Hospital,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,60+,12697,98635,12.9
ED Visits,Los Angeles,190818,USC Verdugo Hills Hospital,University Of Southern California,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,6593,40532,16.3
ED Visits,Los Angeles,190818,USC Verdugo Hills Hospital,University Of Southern California,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,12702,40532,31.3
ED Visits,Los Angeles,190818,USC Verdugo Hills Hospital,University Of Southern California,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,10604,40532,26.2
ED Visits,Los Angeles,190818,USC Verdugo Hills Hospital,University Of Southern California,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,10633,40532,26.2
ED Visits,Los Angeles,190859,West Hills Hospital and Medical Center,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,0 to 18,16303,87449,18.6
ED Visits,Los Angeles,190859,West Hills Hospital and Medical Center,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,19 to 39,30057,87449,34.4
ED Visits,Los Angeles,190859,West Hills Hospital and Medical Center,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,40 to 59,22425,87449,25.6
ED Visits,Los Angeles,190859,West Hills Hospital and Medical Center,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,60+,18664,87449,21.3
ED Visits,Los Angeles,190878,Adventist Health White Memorial,Adventist Health Systems,Non-Profit,Urban,Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,25763,93804,27.5
ED Visits,Los Angeles,190878,Adventist Health White Memorial,Adventist Health Systems,Non-Profit,Urban,Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,33140,93804,35.3
ED Visits,Los Angeles,190878,Adventist Health White Memorial,Adventist Health Systems,Non-Profit,Urban,Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,19726,93804,21
ED Visits,Los Angeles,190878,Adventist Health White Memorial,Adventist Health Systems,Non-Profit,Urban,Teaching,300-399,No,No,Non-Homeless,Age,60+,15175,93804,16.2
ED Visits,Los Angeles,190883,Whittier Hospital Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,10721,44997,23.8
ED Visits,Los Angeles,190883,Whittier Hospital Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,16503,44997,36.7
ED Visits,Los Angeles,190883,Whittier Hospital Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,10593,44997,23.5
ED Visits,Los Angeles,190883,Whittier Hospital Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,7180,44997,16
ED Visits,Los Angeles,190949,Henry Mayo Newhall Hospital,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,20755,100602,20.6
ED Visits,Los Angeles,190949,Henry Mayo Newhall Hospital,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,33136,100602,32.9
ED Visits,Los Angeles,190949,Henry Mayo Newhall Hospital,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,24958,100602,24.8
ED Visits,Los Angeles,190949,Henry Mayo Newhall Hospital,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,60+,21753,100602,21.6
ED Visits,Los Angeles,191227,LAC/Harbor-UCLA Medical Center,County Of Los Angeles,Government,Urban,Teaching,400+,Yes,No,Non-Homeless,Age,0 to 18,34732,121886,28.5
ED Visits,Los Angeles,191227,LAC/Harbor-UCLA Medical Center,County Of Los Angeles,Government,Urban,Teaching,400+,Yes,No,Non-Homeless,Age,19 to 39,36792,121886,30.2
ED Visits,Los Angeles,191227,LAC/Harbor-UCLA Medical Center,County Of Los Angeles,Government,Urban,Teaching,400+,Yes,No,Non-Homeless,Age,40 to 59,32807,121886,26.9
ED Visits,Los Angeles,191227,LAC/Harbor-UCLA Medical Center,County Of Los Angeles,Government,Urban,Teaching,400+,Yes,No,Non-Homeless,Age,60+,17555,121886,14.4
ED Visits,Los Angeles,191228,LAC+USC Medical Center,County Of Los Angeles,Government,Urban,Teaching,400+,No,No,Non-Homeless,Age,0 to 18,28535,200929,14.2
ED Visits,Los Angeles,191228,LAC+USC Medical Center,County Of Los Angeles,Government,Urban,Teaching,400+,No,No,Non-Homeless,Age,19 to 39,69556,200929,34.6
ED Visits,Los Angeles,191228,LAC+USC Medical Center,County Of Los Angeles,Government,Urban,Teaching,400+,No,No,Non-Homeless,Age,40 to 59,71366,200929,35.5
ED Visits,Los Angeles,191228,LAC+USC Medical Center,County Of Los Angeles,Government,Urban,Teaching,400+,No,No,Non-Homeless,Age,60+,31472,200929,15.7
ED Visits,Los Angeles,191230,"Martin Luther King, Jr. Community Hospital",N/A,Non-Profit,Urban,Teaching,100-199,Yes,Yes,Non-Homeless,Age,0 to 18,29170,160679,18.2
ED Visits,Los Angeles,191230,"Martin Luther King, Jr. Community Hospital",N/A,Non-Profit,Urban,Teaching,100-199,Yes,Yes,Non-Homeless,Age,19 to 39,67897,160679,42.3
ED Visits,Los Angeles,191230,"Martin Luther King, Jr. Community Hospital",N/A,Non-Profit,Urban,Teaching,100-199,Yes,Yes,Non-Homeless,Age,40 to 59,44423,160679,27.6
ED Visits,Los Angeles,191230,"Martin Luther King, Jr. Community Hospital",N/A,Non-Profit,Urban,Teaching,100-199,Yes,Yes,Non-Homeless,Age,60+,19189,160679,11.9
ED Visits,Los Angeles,191231,Los Angeles County Olive View-UCLA Medical Center,County Of Los Angeles,Government,Urban,Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,11472,98535,11.6
ED Visits,Los Angeles,191231,Los Angeles County Olive View-UCLA Medical Center,County Of Los Angeles,Government,Urban,Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,32567,98535,33.1
ED Visits,Los Angeles,191231,Los Angeles County Olive View-UCLA Medical Center,County Of Los Angeles,Government,Urban,Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,37680,98535,38.2
ED Visits,Los Angeles,191231,Los Angeles County Olive View-UCLA Medical Center,County Of Los Angeles,Government,Urban,Teaching,300-399,No,No,Non-Homeless,Age,60+,16816,98535,17.1
ED Visits,Los Angeles,191450,Kaiser Foundation Hospital - Woodland Hills,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,0 to 18,9024,74692,12.1
ED Visits,Los Angeles,191450,Kaiser Foundation Hospital - Woodland Hills,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,19 to 39,19383,74692,26
ED Visits,Los Angeles,191450,Kaiser Foundation Hospital - Woodland Hills,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,40 to 59,16782,74692,22.5
ED Visits,Los Angeles,191450,Kaiser Foundation Hospital - Woodland Hills,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,60+,29503,74692,39.5
ED Visits,Los Angeles,196035,Kaiser Foundation Hospital - Baldwin Park,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,0 to 18,28336,137137,20.7
ED Visits,Los Angeles,196035,Kaiser Foundation Hospital - Baldwin Park,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,19 to 39,37876,137137,27.6
ED Visits,Los Angeles,196035,Kaiser Foundation Hospital - Baldwin Park,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,40 to 59,31206,137137,22.8
ED Visits,Los Angeles,196035,Kaiser Foundation Hospital - Baldwin Park,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,60+,39719,137137,29
ED Visits,Los Angeles,196403,Kaiser Foundation Hospital - Downey,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,35577,180610,19.7
ED Visits,Los Angeles,196403,Kaiser Foundation Hospital - Downey,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,55517,180610,30.7
ED Visits,Los Angeles,196403,Kaiser Foundation Hospital - Downey,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,42789,180610,23.7
ED Visits,Los Angeles,196403,Kaiser Foundation Hospital - Downey,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,60+,46727,180610,25.9
ED Visits,Los Angeles,196405,Palmdale Regional Medical Center,"Universal Health Services, Inc.",Investor,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,0 to 18,26266,114342,23
ED Visits,Los Angeles,196405,Palmdale Regional Medical Center,"Universal Health Services, Inc.",Investor,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,19 to 39,42243,114342,36.9
ED Visits,Los Angeles,196405,Palmdale Regional Medical Center,"Universal Health Services, Inc.",Investor,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,40 to 59,28368,114342,24.8
ED Visits,Los Angeles,196405,Palmdale Regional Medical Center,"Universal Health Services, Inc.",Investor,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,60+,17465,114342,15.3
ED Visits,Madera,201281,Madera Community Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,0 to 18,8327,59504,14
ED Visits,Madera,201281,Madera Community Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,19 to 39,23233,59504,39
ED Visits,Madera,201281,Madera Community Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,40 to 59,15890,59504,26.7
ED Visits,Madera,201281,Madera Community Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,60+,12054,59504,20.3
ED Visits,Madera,204019,Valley Children's Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Age,0 to 18,159647,162072,98.5
ED Visits,Madera,204019,Valley Children's Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Age,19 to 39,2122,162072,1.3
ED Visits,Madera,204019,Valley Children's Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Age,40 to 59,262,162072,0.2
ED Visits,Madera,204019,Valley Children's Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Age,60+,41,162072,0
ED Visits,Marin,210992,Kaiser Foundation Hospital - San Rafael,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,5976,47687,12.5
ED Visits,Marin,210992,Kaiser Foundation Hospital - San Rafael,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,8957,47687,18.8
ED Visits,Marin,210992,Kaiser Foundation Hospital - San Rafael,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,11335,47687,23.8
ED Visits,Marin,210992,Kaiser Foundation Hospital - San Rafael,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,21419,47687,44.9
ED Visits,Marin,211006,Marinhealth Medical Center,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,10100,52691,19.2
ED Visits,Marin,211006,Marinhealth Medical Center,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,13059,52691,24.8
ED Visits,Marin,211006,Marinhealth Medical Center,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,13027,52691,24.7
ED Visits,Marin,211006,Marinhealth Medical Center,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,60+,16505,52691,31.3
ED Visits,Marin,214034,Novato Community Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,No,Non-Homeless,Age,0 to 18,4199,25299,16.6
ED Visits,Marin,214034,Novato Community Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,No,Non-Homeless,Age,19 to 39,6185,25299,24.4
ED Visits,Marin,214034,Novato Community Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,No,Non-Homeless,Age,40 to 59,6422,25299,25.4
ED Visits,Marin,214034,Novato Community Hospital,Sutter Health,Non-Profit,Urban,Non-Teaching,1-99,No,No,Non-Homeless,Age,60+,8493,25299,33.6
ED Visits,Mariposa,220733,John C Fremont Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,0 to 18,1759,11809,14.9
ED Visits,Mariposa,220733,John C Fremont Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,19 to 39,2996,11809,25.4
ED Visits,Mariposa,220733,John C Fremont Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,40 to 59,2790,11809,23.6
ED Visits,Mariposa,220733,John C Fremont Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,60+,4264,11809,36.1
ED Visits,Mendocino,231013,Adventist Health Mendocino Coast,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,0 to 18,2009,16199,12.4
ED Visits,Mendocino,231013,Adventist Health Mendocino Coast,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,19 to 39,4016,16199,24.8
ED Visits,Mendocino,231013,Adventist Health Mendocino Coast,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,40 to 59,3895,16199,24
ED Visits,Mendocino,231013,Adventist Health Mendocino Coast,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,60+,6279,16199,38.8
ED Visits,Mendocino,231396,Adventist Health Ukiah Valley,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,0 to 18,11555,53346,21.7
ED Visits,Mendocino,231396,Adventist Health Ukiah Valley,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,19 to 39,17027,53346,31.9
ED Visits,Mendocino,231396,Adventist Health Ukiah Valley,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,40 to 59,12807,53346,24
ED Visits,Mendocino,231396,Adventist Health Ukiah Valley,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,60+,11957,53346,22.4
ED Visits,Mendocino,234038,Adventist Health Howard Memorial,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,0 to 18,5197,24625,21.1
ED Visits,Mendocino,234038,Adventist Health Howard Memorial,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,19 to 39,7707,24625,31.3
ED Visits,Mendocino,234038,Adventist Health Howard Memorial,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,40 to 59,5792,24625,23.5
ED Visits,Mendocino,234038,Adventist Health Howard Memorial,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,60+,5929,24625,24.1
ED Visits,Merced,240924,Memorial Hospital Los Banos,Sutter Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,0 to 18,14343,50472,28.4
ED Visits,Merced,240924,Memorial Hospital Los Banos,Sutter Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,19 to 39,16430,50472,32.6
ED Visits,Merced,240924,Memorial Hospital Los Banos,Sutter Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,40 to 59,11075,50472,21.9
ED Visits,Merced,240924,Memorial Hospital Los Banos,Sutter Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,60+,8624,50472,17.1
ED Visits,Merced,240942,Mercy Medical Center - Merced,Dignity Health,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,0 to 18,23554,102175,23.1
ED Visits,Merced,240942,Mercy Medical Center - Merced,Dignity Health,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,19 to 39,37145,102175,36.4
ED Visits,Merced,240942,Mercy Medical Center - Merced,Dignity Health,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,40 to 59,23416,102175,22.9
ED Visits,Merced,240942,Mercy Medical Center - Merced,Dignity Health,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,60+,18060,102175,17.7
ED Visits,Modoc,250955,Surprise Valley Community Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,0 to 18,113,751,15
ED Visits,Modoc,250955,Surprise Valley Community Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,19 to 39,156,751,20.8
ED Visits,Modoc,250955,Surprise Valley Community Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,40 to 59,187,751,24.9
